URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (name),DistrictAdministrative (name),AdministrativeWard (name),ParliamentaryConstituency (name),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,PropsName,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (name),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate,Linked establishments,,,
100457,206,Islington,4324,Elizabeth Garrett Anderson School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,900,No Special Classes,19-01-2023,884,0,884,48.5,Not applicable,,Not applicable,,Supported by a federation,Islington Futures,10015261,,Not applicable,17-12-2014,13-11-2023,Donegal Street,Islington,,London,,N1 9QG,http://www.egaschool.co.uk/,2078370739,Ms,Sarah,Beagley,Executive Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Islington,Barnsbury,Islington South and Finsbury,(England/Wales) Urban major conurbation,E09000019,531007,183248,Islington 019,Islington 019B,,,,,Outstanding,North-West London and South-Central England,,5300078354,,Not applicable,Not applicable,,,E02000572,E01002697,428,,Does not have links,,,
100458,206,Islington,4614,Central Foundation Boys' School,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,None,Does not apply,Not applicable,Non-selective,828,No Special Classes,19-01-2023,1106,1051,55,39.5,Not applicable,,Not applicable,,Not under a federation,,10001257,,Not applicable,04-02-2015,30-11-2023,Cowper Street,City Road,,London,,EC2A 4SH,http://www.centralfoundationboys.co.uk,2072533741,Mr,Jamie,Brownhill,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Islington,Bunhill,Islington South and Finsbury,(England/Wales) Urban major conurbation,E09000019,532888,182441,Islington 023,Islington 023D,,,,,Outstanding,North-West London and South-Central England,,5300025018,,Not applicable,Not applicable,,,E02000576,E01002704,344,,Does not have links,,,
100459,206,Islington,4651,St Aloysius RC College,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Boys,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,1150,No Special Classes,19-01-2023,515,515,0,45.8,Not applicable,,Not applicable,,Not under a federation,,10015262,,Not applicable,08-06-2022,30-11-2023,Hornsey Lane,Highgate,,London,,N6 5LY,www.sta.islington.sch.uk,2075617800,Ms,Paula,Whyte,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Islington,Junction,Islington North,(England/Wales) Urban major conurbation,E09000019,529090,187296,Islington 004,Islington 004B,,,,,Good,North-West London and South-Central England,,10091006179,,Not applicable,Not applicable,,,E02000557,E01002770,186,,Does not have links,,,
100502,207,Kensington and Chelsea,4681,Saint Thomas More Language College,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Westminster,Non-selective,598,No Special Classes,19-01-2023,637,382,255,31.3,Not applicable,,Not applicable,,Not under a federation,,10017544,,Not applicable,25-05-2022,28-11-2023,Cadogan Street,,,London,,SW3 2QS,http://www.stmlc.co.uk/,2075899734,Dr,T,Papworth,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Kensington and Chelsea,Royal Hospital,Chelsea and Fulham,(England/Wales) Urban major conurbation,E09000020,527685,178707,Kensington and Chelsea 014,Kensington and Chelsea 014D,,,,,Good,North-West London and South-Central England,,217009720,,Not applicable,Not applicable,,,E02000590,E01002861,199,,Does not have links,,,
100503,207,Kensington and Chelsea,4801,All Saints Catholic College,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Catholic,Does not apply,Archdiocese of Westminster,Non-selective,810,Not applicable,19-01-2023,797,430,367,40.3,Not applicable,,Not applicable,,Not under a federation,,10017353,,Not applicable,03-11-2022,11-10-2023,75 St Charles Square,,,London,,W10 6EL,http://www.allsaintscc.org.uk,2089697111,Mr,Andrew,O'Neill,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,MLD - Moderate Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,Resourced provision,8,9,,,London,Kensington and Chelsea,St. Helen's,Kensington,(England/Wales) Urban major conurbation,E09000020,523952,181650,Kensington and Chelsea 002,Kensington and Chelsea 002B,,,,,Outstanding,North-West London and South-Central England,,217080195,,Not applicable,Not applicable,,,E02000578,E01002905,321,,Does not have links,,,
100590,208,Lambeth,2657,Woodmansterne School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,All-through,3,18,No boarders,Has Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,1842,No Special Classes,19-01-2023,1548,795,753,23.8,Not applicable,,Not applicable,,Supported by a federation,WCL Federation,10068731,,Not applicable,15-05-2019,22-11-2023,Woodmansterne Road,Streatham,,London,,SW16 5UQ,www.woodmansterne.london,2087641825,Ms,Samantha,Palin,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Lambeth,Streatham Common & Vale,Streatham,(England/Wales) Urban major conurbation,E09000022,529749,169828,Lambeth 035,Lambeth 035B,,,,,Good,South-East England and South London,United Kingdom,1.00023E+11,,Not applicable,Not applicable,,,E02000652,E01003140,351,,Does not have links,,,
100624,208,Lambeth,4223,The Norwood School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,900,No Special Classes,19-01-2023,1065,521,544,28,Not applicable,,Not applicable,,Not under a federation,,10004778,,Not applicable,23-02-2023,14-11-2023,Crown Dale,Lambeth,,London,,SE19 3NY,http://www.thenorwoodschool.org/,2086709382,Co Headteacher,Niki  Clemenger,Richard Cole,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Knight's Hill,Dulwich and West Norwood,(England/Wales) Urban major conurbation,E09000022,532224,171065,Lambeth 031,Lambeth 031D,,,,,Good,South-East England and South London,,2E+11,,Not applicable,Not applicable,,,E02000648,E01003086,251,,Does not have links,,,
100625,208,Lambeth,4321,Lilian Baylis Technology School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,Not applicable,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,900,Not applicable,19-01-2023,845,434,411,52.8,Not applicable,,Not applicable,,Not under a federation,,10003923,,Not applicable,23-02-2023,14-11-2023,323 Kennington Lane,Kennington,,London,,SE11 5QY,http://www.lilianbaylis.com/,2070919500,,Karen,Chamberlain,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Lambeth,Vauxhall,Vauxhall,(England/Wales) Urban major conurbation,E09000022,530793,178036,Lambeth 004,Lambeth 004A,,,,,Outstanding,South-East England and South London,,10008785986,,Not applicable,Not applicable,,,E02000621,E01003102,328,,Does not have links,,,
100627,208,Lambeth,4509,Saint Gabriel's College,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Southwark,Non-selective,600,No Special Classes,19-01-2023,606,324,282,43.9,Not applicable,,Not applicable,,Not under a federation,,10001323,,Not applicable,29-11-2018,11-09-2023,Langton Road,,,London,,SW9 6UL,http://www.saintgabrielscollege.org/,2077933901,Principal,Nick,Butler,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Myatt's Fields,Vauxhall,(England/Wales) Urban major conurbation,E09000022,531881,176931,Lambeth 005,Lambeth 005D,,,,,Good,South-East England and South London,United Kingdom,2E+11,,Not applicable,Not applicable,,,E02000622,E01003180,264,,Does not have links,,,
100637,208,Lambeth,5400,La Retraite Roman Catholic Girls' School,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1140,No Special Classes,19-01-2023,1122,53,1069,31.3,Not applicable,,Not applicable,,Not under a federation,,10003732,,Not applicable,26-04-2013,22-11-2023,Atkins Road,,,London,,SW12 0AB,laretraite.co.uk,2086735644,Mr,Dominic,Malins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Clapham Park,Streatham,(England/Wales) Urban major conurbation,E09000022,529156,173718,Lambeth 023,Lambeth 023C,,,,,Outstanding,South-East England and South London,,2E+11,,Not applicable,Not applicable,,,E02000640,E01003157,251,,Does not have links,,,
100638,208,Lambeth,5401,Bishop Thomas Grant Catholic Secondary School,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1200,No Special Classes,19-01-2023,1205,645,560,19.3,Not applicable,,Not applicable,,Not under a federation,,10014777,,Not applicable,15-10-2014,14-11-2023,Belltrees Grove,,,London,,SW16 2HY,http://www.btg.ac/,2087693294,Ms,Bernadette,Boyle,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Streatham Wells,Streatham,(England/Wales) Urban major conurbation,E09000022,530893,171230,Lambeth 030,Lambeth 030D,,,,,Outstanding,South-East England and South London,,2E+11,,Not applicable,Not applicable,,,E02000647,E01003149,181,,Does not have links,,,
100642,208,Lambeth,5405,London Nautical School,Foundation school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,None,Does not apply,Not applicable,Non-selective,720,No Special Classes,19-01-2023,570,569,1,43.5,Not supported by a trust,,Not applicable,,Not under a federation,,10004050,,Not applicable,23-06-2023,13-12-2023,61 Stamford Street,Waterloo,,London,,SE1 9NA,http://www.lns.org.uk/,2079286801,Mr,Michael,Schofield,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,16,16,,,London,Lambeth,Waterloo & South Bank,Vauxhall,(England/Wales) Urban major conurbation,E09000022,531386,180308,Lambeth 036,Lambeth 036D,,,,,Requires improvement,South-East England and South London,,2.00003E+11,,Not applicable,Not applicable,,,E02006801,E01003017,175,,Does not have links,,,
100740,209,Lewisham,4047,Deptford Green School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Not applicable,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,900,No Special Classes,19-01-2023,903,484,419,38.3,Not applicable,,Not applicable,,Not under a federation,,10001917,,Not applicable,27-04-2022,11-09-2023,Edward Street,New Cross,,London,,SE14 6AN,http://www.deptfordgreen.lewisham.sch.uk/,2086913236,Ms,Emma,Thurston,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,12,20,,,London,Lewisham,Deptford,"Lewisham, Deptford",(England/Wales) Urban major conurbation,E09000023,536445,177315,Lewisham 039,Lewisham 039B,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02006798,E01003300,346,,Does not have links,,,
100741,209,Lewisham,4204,Sydenham School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Non-selective,1478,No Special Classes,19-01-2023,1441,8,1433,22.2,Not applicable,,Not applicable,,Not under a federation,,10006468,,Not applicable,22-06-2022,08-12-2023,Dartmouth Road,,,London,,SE26 4RD,http://www.sydenham.lewisham.sch.uk/,2086996731,Mrs,Emma,Wijnberg,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lewisham,Forest Hill,Lewisham West and Penge,(England/Wales) Urban major conurbation,E09000023,535005,172368,Lewisham 028,Lewisham 028D,,,,,Good,South-East England and South London,,1.00024E+11,,Not applicable,Not applicable,,,E02000680,E01003259,261,,132942 Sixth Form Centre Link,,,
100742,209,Lewisham,4249,Conisborough College,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,900,No Special Classes,19-01-2023,839,451,388,42.8,Not applicable,,Not applicable,,Not under a federation,,10015211,,Not applicable,27-04-2022,01-12-2023,Conisborough Crescent,Catford,,London,,SE6 2SE,http://www.conisboroughcollege.co.uk/,2084619600,,Kate Mahar,John Cavadino,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,35,35,,,London,Lewisham,Catford South,Lewisham East,(England/Wales) Urban major conurbation,E09000023,538361,172407,Lewisham 030,Lewisham 030B,,,,,Requires improvement,South-East England and South London,,1.00024E+11,,Not applicable,Not applicable,,,E02000682,E01003348,359,,Does not have links,,,
100745,209,Lewisham,4289,Forest Hill School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,Does not apply,Does not apply,Not applicable,Non-selective,1535,No Special Classes,19-01-2023,1094,1084,10,23.5,Not applicable,,Not applicable,,Not under a federation,,10002536,,Not applicable,08-10-2021,31-10-2023,Dacres Road,Forest Hill,,London,,SE23 2XN,http://www.foresthillschool.co.uk/,2086999343,Mr,Michael,Sullivan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lewisham,Perry Vale,Lewisham West and Penge,(England/Wales) Urban major conurbation,E09000023,535796,172139,Lewisham 027,Lewisham 027E,,,,,Requires improvement,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000679,E01003313,209,,132942 Sixth Form Centre Link,,,
100748,209,Lewisham,4600,Addey and Stanhope School,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Non-selective,600,Has Special Classes,19-01-2023,595,342,253,39.5,Not applicable,,Not applicable,,Not under a federation,,10000136,,Not applicable,27-09-2023,13-12-2023,472 New Cross Road,New Cross,,London,,SE14 6TJ,http://www.as.lewisham.sch.uk,2083056100,Ms,Jan,Shapiro,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,25,25,,,London,Lewisham,Deptford,"Lewisham, Deptford",(England/Wales) Urban major conurbation,E09000023,537032,176920,Lewisham 005,Lewisham 005A,,,,,Good,South-East England and South London,,1.00024E+11,,Not applicable,Not applicable,,,E02000657,E01003207,235,,Does not have links,,,
100749,209,Lewisham,4636,"Trinity Church of England School, Lewisham",Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,All-through,4,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Southwark,Non-selective,1020,No Special Classes,19-01-2023,1003,552,451,27.4,Not applicable,,Not applicable,,Not under a federation,,10016684,,Not applicable,20-10-2021,22-11-2023,Taunton Road,,,London,,SE12 8PD,www.trinitylewisham.org,2088523191,Mr,David,Lucas,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lewisham,Lee Green,Lewisham East,(England/Wales) Urban major conurbation,E09000023,539574,174825,Lewisham 013,Lewisham 013D,,,,,Good,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02000665,E01003286,275,,Does not have links,,,
100752,209,Lewisham,4802,Bonus Pastor Catholic College,Voluntary aided school,Local authority maintained schools,"Open, but proposed to close",Not applicable,,Academy Converter,31-03-2024,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,900,No Special Classes,19-01-2023,921,529,392,21.8,Not applicable,,Not applicable,,Not under a federation,,10014886,,Not applicable,12-10-2023,13-12-2023,Winlaton Road,Downham,,Bromley,Kent,BR1 5PZ,http://www.bonuspastor.co.uk/,2086952100,Mr,Jonathan,Ronan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lewisham,Catford South,Lewisham East,(England/Wales) Urban major conurbation,E09000023,539024,171621,Lewisham 030,Lewisham 030E,,,,,Outstanding,South-East England and South London,,1.00024E+11,,Not applicable,Not applicable,,,E02000682,E01003353,201,,150605 Successor,,,
100849,210,Southwark,4680,St Saviour's and St Olave's Church of England School,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Church of England,Does not apply,Diocese of Southwark,Non-selective,825,No Special Classes,19-01-2023,754,0,754,41,Not applicable,,Not applicable,,Not under a federation,,10006256,,Not applicable,17-11-2022,23-11-2023,New Kent Road,,,London,,SE1 4AN,www.ssso.southwark.sch.uk,2074071843,Ms,Catherine,May,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,London,Southwark,Chaucer,Bermondsey and Old Southwark,(England/Wales) Urban major conurbation,E09000028,532857,179036,Southwark 006,Southwark 006D,,,,,Good,South-East England and South London,,2.00003E+11,,Not applicable,Not applicable,,,E02000812,E01003942,245,,Does not have links,,,
100857,210,Southwark,5402,The St Thomas the Apostle College,Voluntary aided school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1000,No Special Classes,19-01-2023,1083,997,86,36.1,Not applicable,,Not applicable,,Not under a federation,,10016208,,Not applicable,21-11-2018,14-11-2023,Hollydale Road,Nunhead,,London,,SE15 2EB,http://www.stac.uk.com/,2076390106,Mr,Eamon,Connolly,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Southwark,Nunhead & Queen's Road,Camberwell and Peckham,(England/Wales) Urban major conurbation,E09000028,535096,176433,Southwark 023,Southwark 023C,,,,,Outstanding,South-East England and South London,,2.00003E+11,,Not applicable,Not applicable,,,E02000829,E01004004,291,,Does not have links,,,
100965,211,Tower Hamlets,4024,Bow School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1350,No Special Classes,19-01-2023,1264,822,442,32.7,Not applicable,,Not applicable,,Not under a federation,,10015151,,Not applicable,13-09-2023,22-11-2023,44 Twelvetrees Crescent,Bow,,London,,E3 3QW,http://www.bow-school.org.uk,2075365525,Mr,Danny,Lye,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Tower Hamlets,Bromley South,Poplar and Limehouse,(England/Wales) Urban major conurbation,E09000030,538190,182375,Tower Hamlets 008,Tower Hamlets 008H,,,,,Good,East of England and North-East London,,6192434,,Not applicable,Not applicable,,,E02000871,E01035667,366,,Does not have links,,,
100966,211,Tower Hamlets,4105,Langdon Park Community School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,950,No Special Classes,19-01-2023,1074,604,470,58.8,Not applicable,,Not applicable,,Not under a federation,,10016327,,Not applicable,20-04-2023,14-11-2023,Bright Street,Poplar,,London,,E14 0RZ,http://www.langdonparkschool.co.uk/,2079874811,Mr,N,Langham,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Tower Hamlets,Lansbury,Poplar and Limehouse,(England/Wales) Urban major conurbation,E09000030,538021,181467,Tower Hamlets 018,Tower Hamlets 018F,,,,,Good,East of England and North-East London,,6064816,,Not applicable,Not applicable,,,E02000881,E01035679,519,,Does not have links,,,
100967,211,Tower Hamlets,4150,Morpeth School,Community school,Local authority maintained schools,Open,Not applicable,,Not applicable,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1600,No Special Classes,19-01-2023,1544,876,668,45.7,Not applicable,,Not applicable,,Not under a federation,,10016609,,Not applicable,09-03-2023,22-11-2023,Portman Place,Bethnal Green,,London,,E2 0PX,http://www.morpethschool.org.uk/,2089810921,Ms,Jemima,Reilly,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Tower Hamlets,Bethnal Green,Bethnal Green and Bow,(England/Wales) Urban major conurbation,E09000030,535529,182654,Tower Hamlets 007,Tower Hamlets 007A,,,,,Good,East of England and North-East London,,6036909,,Not applicable,Not applicable,,,E02000870,E01004259,540,,Does not have links,,,
